Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(1085632k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=8589934592 -XX:MaxHeapSize=8589934592 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-19T13:38:15.485-0800: 1.244: [GC (Allocation Failure) [PSYoungGen: 2097664K->333278K(2446848K)] 2097664K->333286K(8039424K), 0.1553360 secs] [Times: user=0.17 sys=0.36, real=0.16 secs] 
2021-01-19T13:43:27.086-0800: 312.848: [GC (Allocation Failure) [PSYoungGen: 2428419K->323796K(2451456K)] 6005923K->3944018K(8044032K), 0.0500657 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:27.412-0800: 313.175: [GC (Allocation Failure) [PSYoungGen: 2429535K->323424K(2450432K)] 6049757K->3990987K(8043008K), 0.0486155 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:27.733-0800: 313.495: [GC (Allocation Failure) [PSYoungGen: 2429280K->323807K(2452992K)] 6096843K->4037451K(8045568K), 0.0493987 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:28.061-0800: 313.824: [GC (Allocation Failure) [PSYoungGen: 2432735K->333001K(2451968K)] 6146379K->4091586K(8044544K), 0.0508911 secs] [Times: user=0.37 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:28.394-0800: 314.157: [GC (Allocation Failure) [PSYoungGen: 2441929K->329847K(2452992K)] 6200514K->4128970K(8045568K), 0.0492135 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:28.715-0800: 314.478: [GC (Allocation Failure) [PSYoungGen: 2439287K->331445K(2452480K)] 6238410K->4177343K(8045056K), 0.0515476 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:29.056-0800: 314.819: [GC (Allocation Failure) [PSYoungGen: 2440885K->322050K(2453504K)] 6286783K->4219131K(8046080K), 0.0505923 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:29.386-0800: 315.149: [GC (Allocation Failure) [PSYoungGen: 2433026K->311542K(2422784K)] 6330107K->4251814K(8015360K), 0.0503669 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:29.715-0800: 315.478: [GC (Allocation Failure) [PSYoungGen: 2422518K->328857K(2452992K)] 6362790K->4313932K(8045568K), 0.0499390 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:30.055-0800: 315.818: [GC (Allocation Failure) [PSYoungGen: 2438297K->323079K(2452480K)] 6423372K->4355710K(8045056K), 0.0505432 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:30.401-0800: 316.164: [GC (Allocation Failure) [PSYoungGen: 2432519K->315978K(2454016K)] 6465150K->4390822K(8046592K), 0.0495051 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:30.726-0800: 316.489: [GC (Allocation Failure) [PSYoungGen: 2427978K->322506K(2454016K)] 6502822K->4443801K(8046592K), 0.0501016 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:31.068-0800: 316.830: [GC (Allocation Failure) [PSYoungGen: 2434506K->311166K(2453504K)] 6555801K->4476840K(8046080K), 0.0502508 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:31.389-0800: 317.152: [GC (Allocation Failure) [PSYoungGen: 2424190K->314038K(2454528K)] 6589864K->4522649K(8047104K), 0.0493979 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:31.737-0800: 317.500: [GC (Allocation Failure) [PSYoungGen: 2427062K->324674K(2456064K)] 6635673K->4576173K(8048640K), 0.0509617 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:32.069-0800: 317.832: [GC (Allocation Failure) [PSYoungGen: 2439746K->318261K(2455040K)] 6691245K->4615553K(8047616K), 0.0502752 secs] [Times: user=0.35 sys=0.00, real=0.06 secs] 
2021-01-19T13:43:32.388-0800: 318.151: [GC (Allocation Failure) [PSYoungGen: 2433333K->319535K(2458112K)] 6730625K->4658298K(8050688K), 0.0499389 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:32.708-0800: 318.471: [GC (Allocation Failure) [PSYoungGen: 2438191K->320762K(2456576K)] 6776954K->4706393K(8049152K), 0.0509902 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:33.034-0800: 318.797: [GC (Allocation Failure) [PSYoungGen: 2439418K->321838K(2460672K)] 6825049K->4753496K(8053248K), 0.0510390 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:33.361-0800: 319.124: [GC (Allocation Failure) [PSYoungGen: 2446126K->324100K(2459648K)] 6877784K->4802498K(8052224K), 0.0507763 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:33.691-0800: 319.454: [GC (Allocation Failure) [PSYoungGen: 2448388K->327523K(2460160K)] 6926786K->4848896K(8052736K), 0.0513477 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:34.022-0800: 319.785: [GC (Allocation Failure) [PSYoungGen: 2452835K->312297K(2437632K)] 6974208K->4877054K(8030208K), 0.0449507 secs] [Times: user=0.28 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:34.332-0800: 320.095: [GC (Allocation Failure) [PSYoungGen: 2437609K->320111K(2461184K)] 7002366K->4934354K(8053760K), 0.0519538 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:34.682-0800: 320.444: [GC (Allocation Failure) [PSYoungGen: 2445423K->326413K(2460160K)] 7059666K->4982553K(8052736K), 0.0516614 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:35.024-0800: 320.786: [GC (Allocation Failure) [PSYoungGen: 2451725K->329465K(2457600K)] 7107865K->5028572K(8050176K), 0.0542612 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:35.361-0800: 321.124: [GC (Allocation Failure) [PSYoungGen: 2451705K->320391K(2459136K)] 7150812K->5064065K(8051712K), 0.0511057 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:35.713-0800: 321.475: [GC (Allocation Failure) [PSYoungGen: 2442631K->321032K(2461184K)] 7186305K->5112068K(8053760K), 0.0523834 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:36.045-0800: 321.808: [GC (Allocation Failure) [PSYoungGen: 2446344K->322182K(2460160K)] 7237380K->5156630K(8052736K), 0.0539033 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:36.378-0800: 322.141: [GC (Allocation Failure) [PSYoungGen: 2447494K->321794K(2463744K)] 7281942K->5202617K(8056320K), 0.0542268 secs] [Times: user=0.38 sys=0.00, real=0.06 secs] 
2021-01-19T13:43:36.716-0800: 322.478: [GC (Allocation Failure) [PSYoungGen: 2452226K->319790K(2462720K)] 7333049K->5252498K(8055296K), 0.0541644 secs] [Times: user=0.38 sys=0.01, real=0.06 secs] 
2021-01-19T13:43:37.064-0800: 322.827: [GC (Allocation Failure) [PSYoungGen: 2450222K->324421K(2464256K)] 7382930K->5302319K(8056832K), 0.0528825 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:37.410-0800: 323.173: [GC (Allocation Failure) [PSYoungGen: 2456901K->329355K(2462208K)] 7434799K->5348522K(8054784K), 0.0551049 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:37.742-0800: 323.505: [GC (Allocation Failure) [PSYoungGen: 2461835K->332805K(2457088K)] 7481002K->5396459K(8049664K), 0.0534763 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:38.087-0800: 323.850: [GC (Allocation Failure) [PSYoungGen: 2456069K->320018K(2459648K)] 7519723K->5424903K(8052224K), 0.0592958 secs] [Times: user=0.37 sys=0.00, real=0.06 secs] 
2021-01-19T13:43:38.418-0800: 324.181: [GC (Allocation Failure) [PSYoungGen: 2443282K->315600K(2460160K)] 7548167K->5459171K(8052736K), 0.0508257 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:38.757-0800: 324.520: [GC (Allocation Failure) [PSYoungGen: 2439888K->324692K(2460160K)] 7583459K->5509639K(8052736K), 0.0535121 secs] [Times: user=0.38 sys=0.00, real=0.06 secs] 
2021-01-19T13:43:39.099-0800: 324.862: [GC (Allocation Failure) [PSYoungGen: 2448980K->310412K(2458624K)] 7633927K->5538318K(8051200K), 0.0527030 secs] [Times: user=0.37 sys=0.01, real=0.06 secs] 
2021-01-19T13:43:39.460-0800: 325.223: [GC (Allocation Failure) [PSYoungGen: 2433676K->327050K(2450432K)] 7661582K->5595374K(8043008K), 0.0526911 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:39.818-0800: 325.581: [GC (Allocation Failure) [PSYoungGen: 2450314K->322790K(2460672K)] 7718638K->5629022K(8053248K), 0.0526617 secs] [Times: user=0.37 sys=0.01, real=0.06 secs] 
2021-01-19T13:43:40.145-0800: 325.908: [GC (Allocation Failure) [PSYoungGen: 2446566K->335358K(2459136K)] 7752798K->5688808K(8051712K), 0.0545945 secs] [Times: user=0.38 sys=0.00, real=0.06 secs] 
2021-01-19T13:43:40.476-0800: 326.239: [GC (Allocation Failure) [PSYoungGen: 2459134K->326332K(2456064K)] 7812584K->5729076K(8048640K), 0.0546202 secs] [Times: user=0.39 sys=0.01, real=0.06 secs] 
2021-01-19T13:43:40.816-0800: 326.578: [GC (Allocation Failure) [PSYoungGen: 2445500K->318107K(2457600K)] 7848244K->5761022K(8050176K), 0.0529278 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:41.163-0800: 326.926: [GC (Allocation Failure) [PSYoungGen: 2437275K->316849K(2458112K)] 7880190K->5803130K(8050688K), 0.0530180 secs] [Times: user=0.38 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:41.503-0800: 327.266: [GC (Allocation Failure) [PSYoungGen: 2437041K->333081K(2453504K)] 7923322K->5857669K(8046080K), 0.0545025 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:41.850-0800: 327.613: [GC (Allocation Failure) [PSYoungGen: 2453273K->321301K(2457088K)] 7977861K->5890177K(8049664K), 0.0554981 secs] [Times: user=0.33 sys=0.06, real=0.05 secs] 
2021-01-19T13:43:41.906-0800: 327.669: [Full GC (Ergonomics) [PSYoungGen: 321301K->0K(2457088K)] [ParOldGen: 5568876K->370685K(5592576K)] 5890177K->370685K(8049664K), [Metaspace: 2589K->2589K(1056768K)], 0.0632667 secs] [Times: user=0.32 sys=0.01, real=0.06 secs] 
2021-01-19T13:43:42.254-0800: 328.017: [GC (Allocation Failure) [PSYoungGen: 2117120K->322159K(2456064K)] 2487805K->692845K(8048640K), 0.0360592 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:42.577-0800: 328.340: [GC (Allocation Failure) [PSYoungGen: 2439279K->310687K(2456576K)] 2809965K->732149K(8049152K), 0.0402702 secs] [Times: user=0.29 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:42.916-0800: 328.679: [GC (Allocation Failure) [PSYoungGen: 2429855K->316668K(2457600K)] 2851317K->788887K(8050176K), 0.0418063 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:43.251-0800: 329.014: [GC (Allocation Failure) [PSYoungGen: 2435836K->335842K(2450432K)] 2908055K->853037K(8043008K), 0.0439527 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:43.581-0800: 329.344: [GC (Allocation Failure) [PSYoungGen: 2448866K->323482K(2454528K)] 2966061K->884334K(8047104K), 0.0421820 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:43.909-0800: 329.672: [GC (Allocation Failure) [PSYoungGen: 2436506K->333856K(2451968K)] 2997358K->942905K(8044544K), 0.0437125 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:44.247-0800: 330.010: [GC (Allocation Failure) [PSYoungGen: 2445856K->332112K(2444288K)] 3054905K->985654K(8036864K), 0.0434448 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:44.573-0800: 330.336: [GC (Allocation Failure) [PSYoungGen: 2444112K->318385K(2453504K)] 3097654K->1018127K(8046080K), 0.0421825 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:44.907-0800: 330.670: [GC (Allocation Failure) [PSYoungGen: 2428337K->323128K(2452480K)] 3128079K->1066275K(8045056K), 0.0424713 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:45.236-0800: 330.998: [GC (Allocation Failure) [PSYoungGen: 2433080K->327564K(2455552K)] 3176227K->1108059K(8048128K), 0.0422209 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:45.548-0800: 331.311: [GC (Allocation Failure) [PSYoungGen: 2442124K->333976K(2448896K)] 3222619K->1148307K(8041472K), 0.0432947 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:45.876-0800: 331.639: [GC (Allocation Failure) [PSYoungGen: 2448536K->319752K(2454016K)] 3262867K->1180661K(8046592K), 0.0427922 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:46.197-0800: 331.960: [GC (Allocation Failure) [PSYoungGen: 2431240K->331869K(2453504K)] 3292149K->1238575K(8046080K), 0.0439682 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:46.518-0800: 332.281: [GC (Allocation Failure) [PSYoungGen: 2443357K->321727K(2454528K)] 3350063K->1277581K(8047104K), 0.0445005 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:46.832-0800: 332.595: [GC (Allocation Failure) [PSYoungGen: 2433727K->324650K(2453504K)] 3389581K->1323788K(8046080K), 0.0443135 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:47.155-0800: 332.918: [GC (Allocation Failure) [PSYoungGen: 2436650K->330121K(2455040K)] 3435788K->1365139K(8047616K), 0.0433409 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:47.483-0800: 333.246: [GC (Allocation Failure) [PSYoungGen: 2445193K->336998K(2452480K)] 3480211K->1419994K(8045056K), 0.0452536 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:47.827-0800: 333.590: [GC (Allocation Failure) [PSYoungGen: 2452070K->307252K(2448896K)] 3535066K->1442760K(8041472K), 0.0426800 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:48.168-0800: 333.931: [GC (Allocation Failure) [PSYoungGen: 2413108K->306158K(2412032K)] 3548616K->1485237K(8004608K), 0.0415683 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:48.505-0800: 334.268: [GC (Allocation Failure) [PSYoungGen: 2412014K->317487K(2451456K)] 3591093K->1540540K(8044032K), 0.0427826 secs] [Times: user=0.29 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:48.834-0800: 334.597: [GC (Allocation Failure) [PSYoungGen: 2422831K->319636K(2449920K)] 3645884K->1587837K(8042496K), 0.0433608 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:49.156-0800: 334.919: [GC (Allocation Failure) [PSYoungGen: 2424980K->324345K(2454016K)] 3693181K->1628837K(8046592K), 0.0428912 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:49.498-0800: 335.261: [GC (Allocation Failure) [PSYoungGen: 2435321K->323857K(2452992K)] 3739813K->1674025K(8045568K), 0.0434399 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:49.831-0800: 335.594: [GC (Allocation Failure) [PSYoungGen: 2434833K->323820K(2457088K)] 3785001K->1711575K(8049664K), 0.0429229 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:50.140-0800: 335.903: [GC (Allocation Failure) [PSYoungGen: 2440428K->320064K(2455552K)] 3828183K->1753652K(8048128K), 0.0431424 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:50.460-0800: 336.223: [GC (Allocation Failure) [PSYoungGen: 2436672K->322182K(2459648K)] 3870260K->1801588K(8052224K), 0.0442838 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:50.795-0800: 336.558: [GC (Allocation Failure) [PSYoungGen: 2443910K->334961K(2457088K)] 3923316K->1854913K(8049664K), 0.0444068 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:51.119-0800: 336.882: [GC (Allocation Failure) [PSYoungGen: 2456689K->326973K(2456064K)] 3976641K->1887964K(8048640K), 0.0444618 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:51.442-0800: 337.205: [GC (Allocation Failure) [PSYoungGen: 2444093K->321374K(2456576K)] 4005084K->1929980K(8049152K), 0.0437240 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:51.765-0800: 337.528: [GC (Allocation Failure) [PSYoungGen: 2438494K->326030K(2458112K)] 4047100K->1975913K(8050688K), 0.0444306 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:52.083-0800: 337.846: [GC (Allocation Failure) [PSYoungGen: 2445710K->330229K(2449920K)] 4095593K->2020043K(8042496K), 0.0454670 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:52.422-0800: 338.185: [GC (Allocation Failure) [PSYoungGen: 2449909K->322266K(2458112K)] 4139723K->2058712K(8050688K), 0.0445656 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:52.752-0800: 338.515: [GC (Allocation Failure) [PSYoungGen: 2441434K->313162K(2457088K)] 4177880K->2094739K(8049664K), 0.0443476 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:53.098-0800: 338.861: [GC (Allocation Failure) [PSYoungGen: 2432330K->326573K(2458112K)] 4213907K->2149506K(8050688K), 0.0447977 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:53.442-0800: 339.205: [GC (Allocation Failure) [PSYoungGen: 2446253K->332523K(2452480K)] 4269186K->2199285K(8045056K), 0.0461877 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:53.783-0800: 339.546: [GC (Allocation Failure) [PSYoungGen: 2452203K->338703K(2448896K)] 4318965K->2249185K(8041472K), 0.0468499 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:54.115-0800: 339.878: [GC (Allocation Failure) [PSYoungGen: 2447631K->330100K(2452480K)] 4358113K->2287600K(8045056K), 0.0424347 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:54.426-0800: 340.189: [GC (Allocation Failure) [PSYoungGen: 2439028K->325493K(2454016K)] 4396528K->2331756K(8046592K), 0.0419405 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:54.749-0800: 340.512: [GC (Allocation Failure) [PSYoungGen: 2435957K->342003K(2452480K)] 4442220K->2400847K(8045056K), 0.0443540 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:55.054-0800: 340.817: [GC (Allocation Failure) [PSYoungGen: 2452467K->312964K(2407424K)] 4511311K->2416808K(8000000K), 0.0408960 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:43:55.354-0800: 341.117: [GC (Allocation Failure) [PSYoungGen: 2376836K->312687K(2429952K)] 4480680K->2455770K(8022528K), 0.0440984 secs] [Times: user=0.32 sys=0.01, real=0.04 secs] 
2021-01-19T13:43:55.659-0800: 341.422: [GC (Allocation Failure) [PSYoungGen: 2376559K->337624K(2430976K)] 4519642K->2521524K(8023552K), 0.0472183 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:55.996-0800: 341.759: [GC (Allocation Failure) [PSYoungGen: 2403032K->325269K(2430464K)] 4586932K->2563626K(8023040K), 0.0492169 secs] [Times: user=0.30 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:56.335-0800: 342.098: [GC (Allocation Failure) [PSYoungGen: 2390677K->327462K(2436608K)] 4629034K->2618953K(8029184K), 0.0474856 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:56.679-0800: 342.442: [GC (Allocation Failure) [PSYoungGen: 2401574K->306868K(2433536K)] 4693065K->2649523K(8026112K), 0.0438976 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:56.994-0800: 342.757: [GC (Allocation Failure) [PSYoungGen: 2380980K->323261K(2438144K)] 4723635K->2711826K(8030720K), 0.0479204 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:57.326-0800: 343.089: [GC (Allocation Failure) [PSYoungGen: 2400957K->326139K(2435584K)] 4789522K->2763809K(8028160K), 0.0477917 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:57.673-0800: 343.436: [GC (Allocation Failure) [PSYoungGen: 2403835K->331992K(2442240K)] 4841505K->2815461K(8034816K), 0.0493164 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:58.031-0800: 343.794: [GC (Allocation Failure) [PSYoungGen: 2419416K->337738K(2425344K)] 4902885K->2865345K(8017920K), 0.0484845 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:58.375-0800: 344.138: [GC (Allocation Failure) [PSYoungGen: 2425162K->318658K(2441728K)] 4952769K->2894277K(8034304K), 0.0468350 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:58.693-0800: 344.456: [GC (Allocation Failure) [PSYoungGen: 2405058K->324176K(2440704K)] 4980677K->2948673K(8033280K), 0.0475422 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:59.014-0800: 344.777: [GC (Allocation Failure) [PSYoungGen: 2410576K->321134K(2445312K)] 5035073K->2991406K(8037888K), 0.0472234 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:59.336-0800: 345.099: [GC (Allocation Failure) [PSYoungGen: 2414702K->325678K(2444288K)] 5084974K->3038020K(8036864K), 0.0472465 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:43:59.673-0800: 345.437: [GC (Allocation Failure) [PSYoungGen: 2419246K->339658K(2441728K)] 5131588K->3089250K(8034304K), 0.0479911 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:43:59.987-0800: 345.750: [GC (Allocation Failure) [PSYoungGen: 2433226K->327656K(2444800K)] 5182818K->3123454K(8037376K), 0.0490584 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:00.342-0800: 346.105: [GC (Allocation Failure) [PSYoungGen: 2421224K->323663K(2448896K)] 5217022K->3163570K(8041472K), 0.0422820 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:00.673-0800: 346.436: [GC (Allocation Failure) [PSYoungGen: 2423887K->317159K(2447360K)] 5263794K->3200735K(8039936K), 0.0424018 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:00.994-0800: 346.757: [GC (Allocation Failure) [PSYoungGen: 2417383K->322889K(2450432K)] 5300959K->3250606K(8043008K), 0.0430787 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:01.298-0800: 347.061: [GC (Allocation Failure) [PSYoungGen: 2426185K->329240K(2448896K)] 5353902K->3301227K(8041472K), 0.0431350 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:01.613-0800: 347.377: [GC (Allocation Failure) [PSYoungGen: 2432536K->331338K(2450944K)] 5404523K->3350657K(8043520K), 0.0453824 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:01.929-0800: 347.692: [GC (Allocation Failure) [PSYoungGen: 2437194K->313524K(2419712K)] 5456513K->3387914K(8012288K), 0.0477503 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:02.252-0800: 348.015: [GC (Allocation Failure) [PSYoungGen: 2419380K->315133K(2450944K)] 5493770K->3426073K(8043520K), 0.0460639 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:02.540-0800: 348.303: [GC (Allocation Failure) [PSYoungGen: 2420477K->332191K(2437632K)] 5531417K->3482757K(8030208K), 0.0480747 secs] [Times: user=0.27 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:02.843-0800: 348.606: [GC (Allocation Failure) [PSYoungGen: 2437535K->342501K(2441728K)] 5588101K->3535014K(8034304K), 0.0511402 secs] [Times: user=0.33 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:03.133-0800: 348.896: [GC (Allocation Failure) [PSYoungGen: 2438117K->327432K(2445824K)] 5630630K->3572618K(8038400K), 0.0476062 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:03.428-0800: 349.192: [GC (Allocation Failure) [PSYoungGen: 2423048K->315050K(2447872K)] 5668234K->3606258K(8040448K), 0.0459175 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:03.727-0800: 349.490: [GC (Allocation Failure) [PSYoungGen: 2414762K->313714K(2447872K)] 5705970K->3651394K(8040448K), 0.0481859 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:04.056-0800: 349.819: [GC (Allocation Failure) [PSYoungGen: 2413426K->329089K(2448896K)] 5751106K->3715481K(8041472K), 0.0520900 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:04.383-0800: 350.146: [GC (Allocation Failure) [PSYoungGen: 2429825K->328768K(2447872K)] 5816217K->3757856K(8040448K), 0.0497155 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:04.721-0800: 350.484: [GC (Allocation Failure) [PSYoungGen: 2429504K->324696K(2451456K)] 5858592K->3795985K(8044032K), 0.0480218 secs] [Times: user=0.33 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:05.072-0800: 350.836: [GC (Allocation Failure) [PSYoungGen: 2429528K->320573K(2449408K)] 5900817K->3834450K(8041984K), 0.0484796 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:05.407-0800: 351.170: [GC (Allocation Failure) [PSYoungGen: 2425405K->314577K(2452480K)] 5939282K->3870666K(8045056K), 0.0494880 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
